romExtensionlessFileName,romFileName,romSize,romHashCRC,romHashMD5,romHashSHA1
"Nekketsu Koukou Dodgeball-bu - Soccer Hen (Japan)","Nekketsu Koukou Dodgeball-bu - Soccer Hen (Japan).nes",262144,64FD3BA6,D3CFA3FFD3414A94B6CE768E27D729EE,ED8A0B142B42BB7571D97CA934AB58E7C3295716
"Nekketsu! Street Basket - Ganbare Dunk Heroes (Japan)","Nekketsu! Street Basket - Ganbare Dunk Heroes (Japan).nes",262144,88062D9A,EF0130DA441AA8FD516A00CE9DFCD2B4,0FE282955F5CA4BEB8E4D1755C2FF110E31DC921
"NES Open Tournament Golf (USA)","NES Open Tournament Golf (USA).nes",262144,F6B9799C,7F8CFAABAD4D624AB348807EC84DA4D3,C881749BDED199785699F51C3925F940332EFAC1
"NES Open Tournament Golf (Europe)","NES Open Tournament Golf (Europe).nes",262144,2D020965,6C16DD842C54DD18764753DA42EF3706,4FD939373EED4ADD41A1C68C9C2412BD3B428F32
"NES Play Action Football (USA)","NES Play Action Football (USA).nes",262144,B9B4D9E0,AAC1444CE6ECDCB7AD83ACA9F5CBD7A3,80D04447C42A9C1394EEB9B7C6E00647ED58B11F
"New Ghostbusters II (Europe)","New Ghostbusters II (Europe).nes",262144,F0C198FF,4F544268850F91F13734A044F87038CC,93E02D55CC783454A4CF44457B71F55B8EE996E9
"New Ghostbusters II (Japan)","New Ghostbusters II (Japan).nes",262144,5931BE01,2F45A3BDCB0F77348E7429B19B30815E,9D6C39D58EA5EDBC38FC87A58702718D9FEEE46E
"New York Nyankies (Japan)","New York Nyankies (Japan).nes",262144,2DC331A2,89EED34CA4A758A5E6C1187907638957,D8897FA7E506F739F10A41312F7D7A7E1749D16B
"New Zealand Story, The (Europe)","New Zealand Story, The (Europe).nes",262144,666BE5EC,5ED2F332B4FEA928A62502A49F2D906A,EA388B7B826E14CB907FBEDC1651EE831FB22D41
"NFL (USA)","NFL (USA).nes",131072,35B6FEBF,AD4CBFBEA40FDAAB552FAD21960628D0,351937AAFFC553F163343FAD3FE8B8DE2A20C328
"Nigel Mansell's World Championship Challenge (USA)","Nigel Mansell's World Championship Challenge (USA).nes",262144,4751A751,EEF24952A8552ED36EFA4B17CADB6C20,D32CCAFB8B336BFCB0666DBD60B1364CF226C3FC
"Nigel Mansell's World Championship Racing (Europe) (En,Fr,De,Es,It)","Nigel Mansell's World Championship Racing (Europe) (En,Fr,De,Es,It).nes",262144,1677D21D,C48AC511754DCBEE6B8EF7488772930A,D6629F40EE344EE0657F8C48132F480C1FAAE424
"Nightmare on Elm Street, A (USA)","Nightmare on Elm Street, A (USA).nes",131072,DA2CB59A,5F62FAB71CF3F8E90AC3AF2775C8D630,E3704078FE0460A65FDB57A9406A5DAD4155C215
"Nightshade (USA)","Nightshade (USA).nes",524288,A60CA3D6,9903087102A9BF59B0E33932D1098548,0A6BF1E319A9EE7B5B7EF3C3BA20A04C57BD8C89
"Nihonichi no Mei Kantoku (Japan)","Nihonichi no Mei Kantoku (Japan).nes",262144,DA690D17,CE81206FF2B16C742BF4445AFE72EA4F,45C5816845C047005F5123AAAA220E884C58AF72
"Niji no Silk Road (Japan)","Niji no Silk Road (Japan).nes",393216,5337F73C,C2DAEADBE7F8213B4C5B931DD2D953AB,37063D9F894586E22C8ED81890946497F3FBEB16
"Ningen Heiki - Dead Fox (Japan)","Ningen Heiki - Dead Fox (Japan).nes",262144,2E1E7FD8,05043F92BA4DAFDB912422C6751492C4,572F719D09C6538477AF240C81950D43B133C480
"Ninja Cop Saizou (Japan)","Ninja Cop Saizou (Japan).nes",262144,9E777EA5,7FA6ECF88C4FE3AABFF4DE248A9E7435,EF0D82446ECE6DC69F53E1F9CE6FF07654F54081
"Ninja Crusaders (USA)","Ninja Crusaders (USA).nes",131072,3D1C4894,727F4287A934B3A8528FE5F713D184F9,E664F304F9C5EB3899833550E4026003D28738DF
"Ninja Crusaders - Ryuuga (Japan)","Ninja Crusaders - Ryuuga (Japan).nes",131072,B5E24324,179CA28F89D7AFFD6BBCD73CB38FA21D,3CAF40E96BA3D8DD0E6986EBD05C7B6687BEFF7B
"Ninja Gaiden (USA)","Ninja Gaiden (USA).nes",262144,7C4A72D8,07C1B92AE9B78F209075A8CC6D3EEBF0,15F245161179AB1959B7DC20E82ADD024D23AA3D
"Ninja Gaiden - Episode II - The Dark Sword of Chaos (USA) (Beta)","Ninja Gaiden - Episode II - The Dark Sword of Chaos (USA) (Beta).nes",262144,7D5F149B,C12B54EEB365265D56480FE18637897B,B032A112350045E9BB37989504231AA2ED2ED9E8
"Ninja Gaiden II - The Dark Sword of Chaos (USA)","Ninja Gaiden II - The Dark Sword of Chaos (USA).nes",262144,B780521C,2EC92E60E033B4D8AA5CAA6B1F7838B5,951A19474A1D9C2984F3D966FBC41C0F0360105E
"Ninja Gaiden III - The Ancient Ship of Doom (USA)","Ninja Gaiden III - The Ancient Ship of Doom (USA).nes",262144,902E3168,8E668E161D7393D8C850429D87AA4F2A,503B64A28E0EAD2EE7312A46A4646B334A899846
"Ninja Hattori-kun - Ninja wa Syugyou de Gozaru (Japan)","Ninja Hattori-kun - Ninja wa Syugyou de Gozaru (Japan).nes",40960,55761931,FFE1D038D7D98A504BEEF572D7C5DA21,2B93ED16C1BCAF1954736FA6A3F19F7FB50AF517
"Ninja Jajamaru - Ginga Daisakusen (Japan)","Ninja Jajamaru - Ginga Daisakusen (Japan).nes",262144,06F9C714,CEFAF1FE547C9005F17BD09E4078F473,98D97E0D12B0D15E9E5F9F63898E4C95152E0590
"Ninja Jajamaru - Ginga Daisakusen (Japan) (Beta)","Ninja Jajamaru - Ginga Daisakusen (Japan) (Beta).nes",262144,965834BD,FB73E1B06B4709A2040152545778719C,4D17DB19565A6F754128B90ECEF3A2A46514DD12
"Ninja Jajamaru-kun (Japan)","Ninja Jajamaru-kun (Japan).nes",32768,D97595A3,421A0C4B0B148B0A7F214F6F1B9CCCDA,0317E834CEAF841A5A167D36AE4EDC95FB9911BE
"Ninja Kid (USA)","Ninja Kid (USA).nes",65536,02CC3973,A2542D5E564DA58462A1610A74AA7539,4970AB23575CFD29DB8F95D4F8FA34169478CA6A
"Ninja Ryuuken Den (Japan)","Ninja Ryuuken Den (Japan).nes",262144,D7CB398F,B0430C155E39E89CBBA8F3D143027387,C7D971420D6A2679904F3EB4C0DABC25BCC80C72
"Ninja Ryuuken Den II - Ankoku no Jashin Ken (Japan)","Ninja Ryuuken Den II - Ankoku no Jashin Ken (Japan).nes",262144,7BF8A890,63A2BF787D08CD72886091E630D72582,D088D3919325DAD722AB77BC18F3A73F85A286C2
"Ninja Ryuuken Den III - Yomi no Hakobune (Japan)","Ninja Ryuuken Den III - Yomi no Hakobune (Japan).nes",262144,2F2E30F7,235E08C24589CC0D2634B20C7D3B860B,22E620EF21DE748F49E425DF1A35401922EB3406
"Ninja-kun - Ashura no Shou (Japan)","Ninja-kun - Ashura no Shou (Japan).nes",131072,219DFABF,7107FA847A67C552F819CADA9107D395,3C23C5D89B870591FBB511346772305629305BED
"Ninja-kun - Majou no Bouken (Japan)","Ninja-kun - Majou no Bouken (Japan).nes",24576,A222F5A0,62B679C5F496051FEC2F0830A539403F,25425A074B29326FFC2BD32E6A2333137C394233
"Ninja-kun - Majou no Bouken (Japan) (Rev 1)","Ninja-kun - Majou no Bouken (Japan) (Rev 1).nes",24576,FC00A282,115C251023BCEF010C6C80ABFAB877A1,07D74EA004F54EC2453A70F751BAFF84A6C86DC7
"Ninjara Hoi! (Japan)","Ninjara Hoi! (Japan).nes",524288,CEE5857B,2391E4E11A70EED46A64E95A725B2128,55DF1D724F051B38630E2BD14BC02EDF2650F2BD
"Nintendo - NTF2 System Cartridge (USA)","Nintendo - NTF2 System Cartridge (USA).nes",98304,E149E0B2,8738CBB08B66093E035D75FC9C3C36BE,E285527F842A1319701F1BC1E2ED1630F8E5FE63
"Nintendo - NTF2 Test Cartridge (USA)","Nintendo - NTF2 Test Cartridge (USA).nes",40960,329C0349,53EEBFADF26F843C325917231C69BFE5,900F755B613DDF3C93DEEE8E8DC8FFAB6DF2C902
"Nintendo - NTF2 Test Cartridge (NES Test) (USA) (Rev 1)","Nintendo - NTF2 Test Cartridge (NES Test) (USA) (Rev 1).nes",24576,2E0F51AF,183382593738655AEF17161AC3DED850,5815DD04965D522802CBF9DCAB0F9C751D105D84
"Nintendo World Championships 1990 (USA)","Nintendo World Championships 1990 (USA).nes",262144,0B0E128F,F36CB0729741F92698D42E19F69E690E,977286FDC76C34A618E2A2D0270641BC36CFE89C
"Nintendo World Class Service - Control Deck Test Cartridge (USA)","Nintendo World Class Service - Control Deck Test Cartridge (USA).nes",40960,3747CD0B,51D17A6F9EEB0F8CED992DE5DF979E92,7A1998273EA98BDB7B9216B55491D3C2B0223F7C
"Nintendo World Class Service - Joystick Test Cartridge (USA)","Nintendo World Class Service - Joystick Test Cartridge (USA).nes",24576,CD883CDC,808EEAA5C91F9C926DB23DB7C04A039B,5CD83BFE609A4006B60AF364482D721C47EE34E9
"Nintendo World Class Service - Port Test Cartridge (USA)","Nintendo World Class Service - Port Test Cartridge (USA).nes",32768,32E02CB8,E3CC888EB54E6875D8D3D82463EC3072,7B269BCA835DCBC41B3F828AA5183D3C16158B80
"Nintendo World Class Service - Power Pad Test Cartridge (USA)","Nintendo World Class Service - Power Pad Test Cartridge (USA).nes",24576,77D59400,ADE6530A21A55C46452A2573D983F11D,F9CEF229E6CED8B355B7235916BF0B38B65E8A72
"Nintendo World Cup (Europe) (Rev B)","Nintendo World Cup (Europe) (Rev B).nes",262144,7F08D0D9,32E41CF67A9CA01CEE0D3F0DB5A0019E,20681C215312CA47D97E13FBD4AD2DEA5436BE89
"Nintendo World Cup (USA)","Nintendo World Cup (USA).nes",262144,A22657FA,17528929488D6C00504B2975546F7ACE,D529E7FB2BA1AEEFD7F7A5258B53732461F85BA0
"Nintendo World Cup (Europe)","Nintendo World Cup (Europe).nes",262144,8DA6667D,E253A8046A93687A1737B0A92C09299E,438BB1EA6185EC16F4070E6FD1E6648588423D0E
"Nintendo World Cup (Europe) (Rev A)","Nintendo World Cup (Europe) (Rev A).nes",262144,7C16F819,6507D8306564CFB52225D4C78373D3E8,7913B4D15325B9CA02B659610FAFD69A65E45FED
"Nishimura Kyoutarou Mystery - Blue Train Satsujin Jiken (Japan)","Nishimura Kyoutarou Mystery - Blue Train Satsujin Jiken (Japan).nes",393216,A851CAE9,D16B0853D1CCFBE40F6E6C995DB54C4D,787B087959EB837200648484CF609A6D035ED4CF
"Nishimura Kyoutarou Mystery - Super Express Satsujin Jiken (Japan)","Nishimura Kyoutarou Mystery - Super Express Satsujin Jiken (Japan).nes",262144,F56135C0,82BEF97BFAD8290D7F6F30A77E9E60C8,7C5063439E6DEFB681CE115B950FFB66F6D65C2C
"Noah's Ark (Europe)","Noah's Ark (Europe).nes",262144,81B2A3CD,DBABB9778617CD48F3B43704EA56D984,7174874846725B03591619946CDCC125EB382C72
"Nobunaga no Yabou - Bushou Fuuun Roku (Japan)","Nobunaga no Yabou - Bushou Fuuun Roku (Japan).nes",786432,F540677B,2507A4B9A346B012F91BAB66FFA21159,44A5BC2B8156D50518EEBEEFA522A7642E0476DC
"Nobunaga no Yabou - Sengoku Gunyuu Den (Japan)","Nobunaga no Yabou - Sengoku Gunyuu Den (Japan).nes",393216,EEE9A682,5C302D1433A068673D453A460418AE41,46C443D0EB27AF7A566E744F096F981034A06E59
"Nobunaga no Yabou - Zenkoku Ban (Japan)","Nobunaga no Yabou - Zenkoku Ban (Japan).nes",262144,3F7AD415,27EA56F52AECE329DB535285C295D5B8,3EA83DB139C7E92ED1F7FF72DDBBA038A9A22EA6
"Nobunaga no Yabou - Zenkoku Ban (Japan) (Rev A)","Nobunaga no Yabou - Zenkoku Ban (Japan) (Rev A).nes",262144,2B11E0B0,68B7C86F29781E0AD31A9D3B97E53B81,09D5FE3DBC077FCC3AC9438713F4E60B34749B43
"Nobunaga's Ambition (USA)","Nobunaga's Ambition (USA).nes",262144,4642DDA6,AAD319732327BD12BC808D7D51C16554,D9FE4F00109B7D75456E1673C2B30DE68A125A5B
"Nobunaga's Ambition II (USA)","Nobunaga's Ambition II (USA).nes",393216,8CE478DB,60D550E03370DE079A982B5A57206C16,66031E07D25B899EA3175A222C3939568D874883
"North & South (Europe)","North & South (Europe).nes",262144,7BA3F8AE,544AD8DA8787B641D2776FDAEA04B3BC,78D21A1A73393C4C37322AE3373B3CE910386B49
"North & South - Wakuwaku Nanboku Sensou (Japan)","North & South - Wakuwaku Nanboku Sensou (Japan).nes",262144,0FC8E9B7,FCB594CAE5523CCEDE28E7294FCBF4ED,8E35196189E1A323FEE941FD7DA56CE1D04D3A15
"North and South (USA)","North and South (USA).nes",262144,AE9F33D0,1B33AA2D2ABDA7AEAB09C98F7D7F19F4,AF71701A85A22CFC330A60000E62CA188ECE73E3
"Nuts & Milk (Japan)","Nuts & Milk (Japan).nes",24576,739A1027,143B93ABEEA246AABD80470EEE8CA1CB,BD815E9731C7685EE8820434F13A3242C091F285
"Obake no Q Tarou - Wanwan Panic (Japan)","Obake no Q Tarou - Wanwan Panic (Japan).nes",40960,330DE468,2DE0EBCB8221D9E60428866B18AB259E,C4BF6A7D0F5B3A68F18E355D8C45B8032D4D9661
"Obocchama-kun (Japan)","Obocchama-kun (Japan).nes",262144,E24483B1,1B6C1F707C2C472173867A306BBC9F46,A497608C4638413BCD38E321F257C84BB6FE8DB8
"Oeka Kids - Anpanman no Hiragana Daisuki (Japan)","Oeka Kids - Anpanman no Hiragana Daisuki (Japan).nes",131072,C3C0811D,AE39475266898FC25C5B22F493F8A0B0,32D71DD6C5A8D78A918FE1B9D6D6C4A570D9652D
"Oeka Kids - Anpanman to Oekaki Shiyou!! (Japan)","Oeka Kids - Anpanman to Oekaki Shiyou!! (Japan).nes",131072,9D048EA4,800D45AE24077A63120EC284FE74F7BC,2D95C59CCD0B3FAED4B4E3E61AC2859352D59594
"Oishinbo (Japan)","Oishinbo (Japan).nes",262144,264F26B1,E94D6314D43905A6C5BEAAD3EA3F7130,54ECBE35A23A5AB81DEBF78F35A521E722B36385
"Okkotoshi Puzzle - Tonjan! (Japan)","Okkotoshi Puzzle - Tonjan! (Japan).nes",262144,25EDAF5C,06B99A61255C4131AA3F867F4B9F1EBF,97450BF88F2F86D5E8EBB68AB44E01D2B57485E8
"Olympic I.Q. (Asia) (PAL) (Unl)","Olympic I.Q. (Asia) (PAL) (Unl).nes",98304,40DBF7A2,69169572C387F589D4ADCF114736EAE4,AF6EA3403D0966A907A1A17E117F6DD02ABA9F3E
"Olympus no Tatakai (Japan)","Olympus no Tatakai (Japan).nes",131072,03D56CF7,89A08D3B51F8576C213316D7EABADCB6,DC5FAA2F861E729B42492C361FBCA9927FF454C3
"Onyanko Town (Japan)","Onyanko Town (Japan).nes",40960,270EAED5,528DFEE94DB72AF37D6E094BAB6B2047,E57A8C9ADF011A61D4BC6D9A5970E9B6AE542187
"Operation Secret Storm (USA) (Unl)","Operation Secret Storm (USA) (Unl).nes",131072,EA113128,F79284193D8333BDC1A51AC2A1CFFC4E,08F7C1A9B2061E0C3D12EB960A48D022007C6252
"Operation Wolf (USA) (Rev 0A)","Operation Wolf (USA) (Rev 0A).nes",262144,EDC3662B,E0217323F8CFDF68ADDF46B66AFECF88,D77D9B89347510B852BAA83EA1C3E1EF41A1288E
"Operation Wolf (Japan)","Operation Wolf (Japan).nes",262144,2A6559A1,213AD0C2CD373CB6B4AB062CD3D11775,DFDC66923F7C99420002A2D98B67830EE49BE2DB
"Operation Wolf (Europe)","Operation Wolf (Europe).nes",262144,5529431F,37D534C969826F16D5B3DC49FDAECC93,1445A4488DCC4E20F6A6C757827AC6E1EA936E82
"Orb 3D (USA)","Orb 3D (USA).nes",196608,958E4BAE,16EE1811BFDAD088A1237E64CEC3F4CE,EEA21970963519178DCC49DECEF5B0F6804C772B
"Osomatsu-kun (Japan)","Osomatsu-kun (Japan).nes",262144,4E5257D7,C047668DB816C37BA5701375AA4DA383,B29BE1824BD08F99E1D17CECCA92A0BDC0F06037
"Otaku no Seiza - An Adventure in the Otaku Galaxy (Japan)","Otaku no Seiza - An Adventure in the Otaku Galaxy (Japan).nes",393216,4582F22E,E7AC65A035642C14FD91549C1FBF4695,213F2AA4C56FB80CC4AE5F46FA4C36E9BBA52AFD
"Othello (USA)","Othello (USA).nes",40960,699FA085,1601FE20AE57415C9CE76481F2FA2389,27CA5BA9E920C21A6906F57E266A253C39FFADB6
"Othello (Australia) (Unl)","Othello (Australia) (Unl).nes",24576,9C4589E3,F28C6225095600B6B401469B0796CBF1,C10C526F26273C4A1E180B968665910B74C78B86
"Othello (Japan)","Othello (Japan).nes",40960,87D7CAF0,E52E066B3378457BC11E39A017A5F62A,6A87E0E0A880692C42E78813AD969D6C6CDACB83
"Outlanders (Japan)","Outlanders (Japan).nes",131072,7AA02377,5B9422F0D5E03331B6020C281F1DC9CC,FF77D280A645EC2AF30397C2E70C374E6F298C07
"Over Horizon (Europe)","Over Horizon (Europe).nes",262144,9237B447,B589B0BB8F41BF2936FFD78EEDA6B14D,74E6899A01E04CFED701922558FE2C8FF29B68FB
"Over Horizon (Japan)","Over Horizon (Japan).nes",262144,CE06F2D4,AA67D215ADE8D289941AA896A8ACC9A0,B67A9787BA2C9F9C8F1B4AE202429948D1E70032
"Overlord (USA)","Overlord (USA).nes",262144,2856111F,1DD4557B84DE2F8B4D13B5B88D033DD2,71EF9BC37658A99DCDB0EB5BF858ABC129351DC4
"P'Radikus Conflict (USA) (Unl)","P'Radikus Conflict (USA) (Unl).nes",131072,42749A95,8C6DA89559C1B4D09DAE34D172716C01,5F274A500ABCADDA1BB5AE4DD898B5E006C08212
"P.O.W. - Prisoners of War (USA)","P.O.W. - Prisoners of War (USA).nes",262144,75255F88,3575EB3971BA67970021D94185316416,B2A0B2525BA713D1C7C7130992917F62E18375FB
"P.O.W. - Prisoners of War (Europe)","P.O.W. - Prisoners of War (Europe).nes",262144,073A0EBE,E1CCA0FB99BF26E5C70D310CB177C292,BFE1C463DC2B5C2F2DA2D2354C0714E377C9FFA3
"Pac-Land (Japan)","Pac-Land (Japan).nes",40960,89D42098,B130CC246048AB187BD6112826094EDE,F278A5E39D319021E486BCE04565A4099F24D0DF
"Pac-Man (USA) (Tengen) (Unl)","Pac-Man (USA) (Tengen) (Unl).nes",24576,9D38F8F9,1A860B28AD960DFD700B066924341EDB,AB5DC98F1D6D220708F5DEC4E87BEC175BB635AB
"Pac-Man (USA) (Tengen)","Pac-Man (USA) (Tengen).nes",24576,A9BBF44F,C4AE6CC4E981A8316429572409018DC8,A34E68372082513209A795786C8EEA493CC2CD14
"Pac-Man (USA) (Namco)","Pac-Man (USA) (Namco).nes",24576,9E4E9CC2,CA606BD8A875A396D52735C3BB84FA67,92C3361B9E3B28A51FD30E7845C988A6D576EE65
"Pac-Man (Europe)","Pac-Man (Europe).nes",24576,81210F63,397164FDDFBB1BA87734F6F56887DFAB,D1EA0BB3E919C5B2E5FE3A13D1CDAB9849DB473C
"Pac-Man (Japan)","Pac-Man (Japan).nes",24576,3E95BA25,991118F99CDE0AD3FB2BF452D038E93B,3816ED83B51D53691EE4E4BD3428847DF97E58D6
"Pac-Man (Japan) (Rev A)","Pac-Man (Japan) (Rev A).nes",24576,5CDB2823,E4CC2E365FE5D0A43BB538981AB37BFD,2716EA4476FD4C6CDCBBF184F94558B5F233B3AE
"Pac-Mania (USA) (Unl)","Pac-Mania (USA) (Unl).nes",98304,E73E7260,D68DF697DE93F84F45A85A0E5DBD1B1E,918BB59593DAA7C669458076A66D617EF0055AC2
"Pachi-Slot Adventure 2 - Sorotta-kun no Pachi-Slot Tanteidan (Japan)","Pachi-Slot Adventure 2 - Sorotta-kun no Pachi-Slot Tanteidan (Japan).nes",262144,9EEFB4B4,59A09BCA8BA1879F2A41A5877554E1D2,15A7F8D5328B023FA10AD5AEBDA2378BD11BF45C
"Pachi-Slot Adventure 3 - Bitaoshii 7 Kenzan! (Japan)","Pachi-Slot Adventure 3 - Bitaoshii 7 Kenzan! (Japan).nes",262144,051CD5F2,C731E2712F055EA6D15217DD4CF651B7,190D95C18D0AE838C3E123BB1DF06C6797969F49
"Pachicom (Japan)","Pachicom (Japan).nes",40960,E30B2BCF,5F8213B3FE59044987F256FA6FF7CCB0,EFE9DD039206C59420ECD58436EF0CD8E640E30C
"Pachinko Daisakusen (Japan)","Pachinko Daisakusen (Japan).nes",262144,C22C23AB,82705BC6ECEE3CA93C7F71252FE7AD88,4CEA0ECDF0A22E678B827C9BFD8D80B5DEBB4094
"Pachinko Daisakusen 2 (Japan)","Pachinko Daisakusen 2 (Japan).nes",262144,44F92026,723C42F35969BA7EF2CE92D22D123C9D,9266BE2FD5D0C712FE7BF873D32AE50506A9B277
"Pachio-kun 2 (Japan)","Pachio-kun 2 (Japan).nes",262144,291BCD7D,5DD53CA7CE6119A7C267BB6CA64BEBE1,DBA7F9062891512736327FE09EFAE802B21FAF4D
"Pachio-kun 3 (Japan)","Pachio-kun 3 (Japan).nes",393216,8BCB0993,8CC255DEDFDC7C9A5FB2B7AD5AD096F2,86ECF88DC812D34BF93AC6D641A7404254F3E179
"Pachio-kun 4 (Japan)","Pachio-kun 4 (Japan).nes",524288,E08C8A60,C9F2EF4FD13D8A711033A84F277EE953,BAF3A4E0423A86E53234E806843149EF7D0974A9
"Pachio-kun 5 (Japan)","Pachio-kun 5 (Japan).nes",393216,9B3C5124,769D0DD012AA6162376F71CE8EB8AB23,A96BFC7B51E2F7FF69F42B024CC9FB85CA9A943D
"Pajama Hero - Nemo (Japan)","Pajama Hero - Nemo (Japan).nes",262144,3BE91A23,EAA13AACCF8A1475AA9CE75FED61933D,E12ACF2C53D22D85463991594AD929A7EAA871D3
"Palamedes (USA)","Palamedes (USA).nes",65536,6BB6A0CE,4C5AFAE9826997232C735FA865B77C10,1694A65DE6C5EDE691794BB58CC94924CCB698FB
"Palamedes (Japan)","Palamedes (Japan).nes",65536,C6B5D7E0,4467F93E6B81A51A662462177DBAEE4A,65B6D12F3009C83110C2AEB18F3E3F439AA9DFA8
"Palamedes II - Star Twinkle, Hoshi no Mabataki (Japan)","Palamedes II - Star Twinkle, Hoshi no Mabataki (Japan).nes",65536,31957AE4,D7EB466A8CE17B2FC757B80A7A23F289,AF9512072A2DC6343CD212D78109BFD09C17DA9D
"Panic Restaurant (Europe)","Panic Restaurant (Europe).nes",262144,BBFE23F4,F9FB9F00C9E56862D39FDB5350F5CFB2,2DEB284BAD9DDA37CDCACE0DEA9C689C3D853F29
"Panic Restaurant (USA)","Panic Restaurant (USA).nes",262144,435AEEC6,2BECF8AF763509CCFC9F515DBB503433,FA7DCADBFD76DE0320326EF3EE900D55020925E9
"Paperboy (USA)","Paperboy (USA).nes",65536,32086826,ED0057504FE693D71A3E8A1A275FF7A2,5E3C02A3A5F6CD4F2442311630F1C44A8E9DC7E2
"Paperboy (Europe)","Paperboy (Europe).nes",65536,EE219A49,C187DAC9B303545FF6678E5F40496450,A60FFAADBD284D7AC9A1FCCB8C567838C8B53E80
"Paperboy (Japan)","Paperboy (Japan).nes",65536,2C043781,19845B5314EBE58F001863E1FD999A39,E5E04E9E56AC9F0B7079AB6286E2D3A0F2D12E05
"Paperboy 2 (Europe)","Paperboy 2 (Europe).nes",262144,509E6032,B9330EB8B3BEB8676B82C6A0DD79B01B,D5A685D4E79B84FB19542860F5371AB449905E78
"Paperboy 2 (USA)","Paperboy 2 (USA).nes",262144,3A0965B1,C0C74CC78E6CD34775A83CC21A0C75B5,A2F432FC557824AEE922774B16F31DDD1674BDE0
"Papillon (Asia) (Unl)","Papillon (Asia) (Unl).nes",98304,B6A727FA,EEFBAAB2A71DE865CDFD21982A19E42D,D4DA5CE961C325E0AE6A2BEF7929A4049F2003A7
"Parallel World (Japan)","Parallel World (Japan).nes",262144,F08E8EF0,1E4DECFBC1F93CFCE2DABEF81FFA234E,3F9D54EF6D7A92D5A0A70C2BFCA339486C90D95E
"Parasol Henbee (Japan)","Parasol Henbee (Japan).nes",262144,C769BB34,A7C07517B45F07C742B60B45086162DC,387A1C547CD2A671D6368F3757E3B539FDB23C00
"Parasol Stars - Rainbow Islands II (Europe)","Parasol Stars - Rainbow Islands II (Europe).nes",262144,B1C937C8,F7A2952EAC3FD725331099D68541A376,1E4F17174A70C408012FE32EF36E2F3E928702E0
"Parasol Stars - The Story of Bubble Bobble III (Europe) (Beta)","Parasol Stars - The Story of Bubble Bobble III (Europe) (Beta).nes",262144,23BEFF5E,D96427F35E59B27D2C6C840A4258E923,52CDBF7200F6664059C0C3ECC4BDC7553D3FA282
"Paris-Dakar Rally Special (Japan)","Paris-Dakar Rally Special (Japan).nes",163840,5F6E8A07,C62F35A9AD197979C76028FC44A324BB,179C5E1AE581B52B7F9B90F16340CB9B0D60DEE4
"Parodius (Europe)","Parodius (Europe).nes",262144,083E4FC1,C3CC52213EDE31A8B3F92AA39C2984DD,3D91043A9C56DD71F0759FD292E8ADAF46EB10A1
"Parodius (Europe) (Beta)","Parodius (Europe) (Beta).nes",262144,6328B44D,194775BA0FF39087F1352B6D2D300750,A10270E2170B6727BACA98B17CF7E742260F937E
"Parodius Da! (Japan)","Parodius Da! (Japan).nes",262144,D467C0CC,828CE0BAF9E358527420220C0E4F7631,E5F893A247FEE3FA24E5D32129AEC53F07304CBB
"Peek-A-Boo Poker (Asia) (Unl)","Peek-A-Boo Poker (Asia) (Unl).nes",98304,E9F16673,5DBE4F8550A5ED3B16A05E8F9A45A3DF,39294394A0631708F58397371CE14075AE1FB7E6
"Peepar Time (Japan)","Peepar Time (Japan).nes",49152,8F4497EE,15446224589B041257CC769919B5A498,1E81DAD3E13866464240032F281466E1F52D0A46
"Pegasus 4 in 1 (Unknown) (Unl)","Pegasus 4 in 1 (Unknown) (Unl).nes",262144,4B40CBD9,E0628C38B89504E991F61F262E58EFDF,40409FEC8249EFDB772E6FFB2DCD41860C6CCA23
"Pegasus 5 in 1 (Unknown) (Unl)","Pegasus 5 in 1 (Unknown) (Unl).nes",1310720,6096F84E,ED25F1416DAFEFACF45416DF7B68E3A2,60FC5FA5B5ACCAF3AEFEBA73FC8BFFD3C4DAE558
"Penguin & Seal, The (Asia, Australia) (Unl)","Penguin & Seal, The (Asia, Australia) (Unl).nes",24576,EFB2B7E8,173D6A997DEE4404B14950E4259D09B0,F5FBB35CF460DE78F22A2A99ED21594D42BCF6E7
"Penguin-kun Wars (Japan)","Penguin-kun Wars (Japan).nes",40960,02D7976B,E0208BFEB4351895B500EA1DD1249967,A0DEF24A28AF4DE20CA4059D5E8ED27D1B5F6B6A
"Perfect Bowling (Japan)","Perfect Bowling (Japan).nes",163840,9ECB9DCD,40CDB60B0F173494264CC258FECFA8D5,3AE1C82AD66C5DCDB915A26AF3A8FCBAF68B1975
"Perman (Japan)","Perman (Japan).nes",262144,FE387FE5,7DAB9743C00C4648CA140479FA79A550,8EAAE25DFB5FAB376C3F2F824DD727FEEA0E4A1D
"Perman Part 2 - Himitsu Kessha Madoodan o Taose! (Japan)","Perman Part 2 - Himitsu Kessha Madoodan o Taose! (Japan).nes",393216,CA094848,89AB4C55AC6D5312F1BF6C1AE8EC120F,FDF73D5B654BAD2D2FBA0F23E000E82AE5EFFBBD
"Pescatore (Japan) (Proto)","Pescatore (Japan) (Proto).nes",131072,5D40C08A,172D05FC1BA04E21E1755F2ECE498B28,A668F1DD5B6C27CBD207A03E84A8DE3155968878
"Pesterminator (USA) (Unl)","Pesterminator (USA) (Unl).nes",131072,6A483073,E550EE1F9948F35B7ED0C62B80E96145,0CBCB3EB0AEB196D8564ADB4823A270DC213B5BD
